symbol,date,open,high,low,close,volume
HCLTECH,2024-04-29,1291.9124979180563,1311.0857576044725,1260.870077473382,1266.71337890625,11493223
HCLTECH,2024-04-30,1256.670344813763,1276.3001122754408,1243.933754403646,1247.7227783203125,7606726
HCLTECH,2024-05-02,1239.8706049258383,1258.0395705431451,1239.8706049258383,1242.335693359375,6555505
HCLTECH,2024-05-03,1250.8268299498716,1250.8268299498716,1217.5475767556059,1230.7862548828125,5964228
HCLTECH,2024-05-06,1239.870741845734,1246.261828143908,1231.1971247267838,1240.6011962890625,2504082
HCLTECH,2024-05-07,1247.216637764158,1248.0957113185734,1227.0458359248566,1231.487060546875,5096525
HCLTECH,2024-05-08,1231.4871945032128,1234.3093111959843,1209.6046647642574,1215.4801025390625,6832455
HCLTECH,2024-05-09,1216.7290784503207,1238.9355407186154,1216.2664438197312,1221.4017333984375,5653762
HCLTECH,2024-05-10,1221.4479281742158,1224.0387272827318,1206.1809853762438,1217.83935546875,3357203
HCLTECH,2024-05-13,1217.8394538500074,1223.1135568295663,1204.3768527911673,1214.7861328125,2316566
HCLTECH,2024-05-14,1223.206109161284,1227.786147371184,1210.8999813407804,1222.3271484375,3200462
HCLTECH,2024-05-15,1220.661555050651,1240.1385194898637,1219.7362857271335,1233.29150390625,2975965
HCLTECH,2024-05-16,1244.4873563083092,1256.3308499341313,1229.2204110450475,1247.4019775390625,5055915
HCLTECH,2024-05-17,1250.0389319341698,1250.0389319341698,1230.793283657865,1233.569091796875,2487831
HCLTECH,2024-05-21,1215.8039799524145,1248.9748650350475,1215.8039799524145,1241.6190185546875,4966721
HCLTECH,2024-05-22,1248.141981931432,1251.7968634494564,1239.8608668432485,1242.6829833984375,2390777
HCLTECH,2024-05-23,1246.0139346230249,1256.9320446747904,1238.0103325294217,1252.3983154296875,3326149
HCLTECH,2024-05-24,1258.366395707829,1258.366395707829,1240.6474639433875,1244.67236328125,1769966
HCLTECH,2024-05-27,1250.0387057498515,1257.9959983856218,1238.0102059906005,1252.1668701171875,1942325
HCLTECH,2024-05-28,1256.3769209537074,1261.4197065059454,1245.0423718073323,1256.8858642578125,2147233
HCLTECH,2024-05-29,1263.9180540200161,1264.4731930939822,1246.2916260230688,1251.9820556640625,3845920
HCLTECH,2024-05-30,1245.4124066554145,1250.5476961562244,1226.07425680053,1232.31982421875,4150461
HCLTECH,2024-05-31,1232.3198848698532,1240.6936171477962,1217.4230718472443,1225.1490478515625,10319045
HCLTECH,2024-06-03,1249.6225277185927,1253.508613690932,1211.9639985531128,1216.22021484375,5384064
HCLTECH,2024-06-04,1225.9817456873423,1225.9817456873423,1142.7075139048059,1206.134765625,5447244
HCLTECH,2024-06-05,1221.3554647293367,1255.4979241738529,1217.7468919030541,1243.2843017578125,3005139
HCLTECH,2024-06-06,1252.8147466178443,1295.1921296072774,1249.9464341154678,1293.06396484375,5936709
HCLTECH,2024-06-07,1301.8537323072662,1331.1385243549303,1293.5263097125503,1324.5228271484375,5884025
HCLTECH,2024-06-10,1332.3878028634363,1334.2383414785243,1293.063857292814,1312.725830078125,3293739
HCLTECH,2024-06-11,1318.5088336082933,1330.491026601215,1309.6262703714635,1322.02490234375,2269082
HCLTECH,2024-06-12,1361.9964052997393,1361.9964052997393,1327.298806659291,1331.231201171875,5990861
HCLTECH,2024-06-13,1339.5587303453615,1348.7651153971972,1329.704588965808,1336.227783203125,4232861
HCLTECH,2024-06-14,1336.227817995807,1337.9395437852006,1317.9537474634712,1324.1068115234375,3065114
HCLTECH,2024-06-18,1324.1066812152874,1332.1564789720883,1320.405604003349,1329.7969970703125,2223029
HCLTECH,2024-06-19,1332.4341647502422,1343.3985838931799,1323.4127886412057,1337.8006591796875,3117522
HCLTECH,2024-06-20,1340.668937319564,1340.668937319564,1322.718802852695,1335.5799560546875,3163919
